Customer_ID,Age,Income,Loan_Amount,Loan_Term_Months,Rent_Payments,Utility_Payments_On_Time,Mobile_Phone_Payment_On_Time,Social_Media_Activity_Score,Transaction_Behavior_Score,Credit_Score,gender_female,gender_male,gender_non-binary,demographics_Rural,demographics_Sub_Urban,demographics_Urban,profession_Marketer Manager,profession_Software Engineer,profession_Student,social mediaplatform_Facebook,social mediaplatform_Instagram,social mediaplatform_YouTube
0.0,60,0.8177535562534639,0.29171695681525267,0.5,0.23069207622868604,True,True,0.49999999999999994,0.7755102040816326,0.18579234972677594,False,True,False,False,False,True,False,True,False,False,True,False
0.001001001001001034,27,0.6244380811626332,0.9418202647137041,1.0,0.8876629889669005,True,True,0.846938775510204,0.23469387755102034,0.7923497267759563,True,False,False,False,False,True,False,False,True,True,False,False
0.0020020020020020124,47,0.6350837489993226,0.062189309166786,0.75,0.6228686058174523,True,False,0.15306122448979587,0.5408163265306122,0.4918032786885246,False,True,False,False,True,False,True,False,False,False,True,False
0.003003003003002991,67,0.22586058254818653,0.0,1.0,0.3139418254764293,True,True,0.7653061224489794,0.2551020408163265,0.19307832422586518,False,False,True,False,False,True,False,False,True,False,True,False
0.004004004004003969,35,0.03235266949935345,0.23136877851195706,0.75,0.4112337011033099,True,True,0.7755102040816326,0.6632653061224489,0.12932604735883424,False,True,False,False,False,True,False,True,False,False,True,False
0.005005005005005003,34,0.9500969887308333,0.6234887384162182,0.5,0.6434302908726178,True,False,0.38775510204081626,0.8061224489795917,0.03642987249544627,False,True,False,False,False,True,True,False,False,True,False,False
0.006006006006005982,43,0.7425257097111891,0.25826974612851084,0.0,0.6148445336008024,True,True,0.8979591836734693,0.37755102040816324,0.2204007285974499,False,True,False,False,False,True,False,False,True,False,False,True
0.007007007007007016,25,0.3599975367941376,0.262402062066567,0.5,0.3019057171514543,True,False,0.45918367346938765,0.6530612244897959,0.848816029143898,False,True,False,False,False,True,True,False,False,False,True,False
0.008008008008007994,64,0.9295831024077839,0.07472945604811482,0.0,0.44132397191574724,True,True,0.9693877551020408,0.7551020408163265,0.389799635701275,False,False,True,False,True,False,True,False,False,False,False,True
0.009009009009009028,57,0.3684340168729602,0.5653499171491111,0.0,0.8791374122367102,True,True,0.8877551020408163,0.5102040816326531,0.6010928961748634,False,False,True,False,True,False,True,False,False,False,True,False
0.010010010010010006,66,0.5705554529219781,0.17261624695701983,1.0,0.18104312938816447,True,True,0.4693877551020407,0.346938775510204,0.8342440801457195,True,False,False,False,False,True,False,False,True,False,False,True
0.011011011011010985,29,0.7159076913603055,0.49894646400589154,0.5,0.1359077231695085,True,True,0.43877551020408156,0.42857142857142855,0.15846994535519127,False,False,True,False,True,False,True,False,False,True,False,False
0.012012012012011963,44,0.45409200073896183,0.6250434711453878,0.75,0.18806419257773316,True,True,0.08163265306122441,0.28571428571428564,0.6775956284153005,False,False,True,True,False,False,False,False,True,True,False,False
