Customer_ID,Age,Income,Loan_Amount,Loan_Term_Months,Rent_Payments,Utility_Payments_On_Time,Mobile_Phone_Payment_On_Time,Social_Media_Activity_Score,Transaction_Behavior_Score,Credit_Score,gender_female,gender_male,gender_non-binary,demographics_Rural,demographics_Sub_Urban,demographics_Urban,profession_Marketer Manager,profession_Software Engineer,profession_Student,social mediaplatform_Facebook,social mediaplatform_Instagram,social mediaplatform_YouTube
0.029029029029029,67,0.6723782252601762,0.1313749156148353,0.25,0.1800401203610832,True,True,0.173469387755102,0.9489795918367346,0.9289617486338796,False,False,True,False,True,False,False,True,False,False,False,True
0.5355355355355356,65,0.1341061641726707,0.0170202319824888,0.25,0.9939819458375124,True,False,0.1326530612244897,0.3673469387755101,0.2149362477231329,True,False,False,False,True,False,False,False,True,True,False,False
0.6956956956956957,28,0.5048109489500585,0.9368901254014688,1.0,0.6700100300902707,True,True,0.4795918367346938,0.673469387755102,0.7723132969034608,True,False,False,False,False,True,False,True,False,False,True,False
0.5575575575575575,50,0.4100544984297063,0.1328478203056277,0.0,0.9428284854563692,True,True,0.0714285714285714,0.6326530612244897,0.2622950819672131,False,False,True,True,False,False,False,False,True,False,True,False
0.8368368368368369,35,0.2052389309686557,0.9940265531984532,0.5,0.5456369107321966,True,False,0.2857142857142856,0.4081632653061224,0.2550091074681238,False,False,True,True,False,False,False,True,False,False,True,False
0.5965965965965966,57,0.9956739947041076,0.9519873984820898,1.0,0.4473420260782347,True,True,0.9693877551020408,0.5918367346938775,0.6083788706739526,False,False,True,False,True,False,True,False,False,False,True,False
0.1651651651651651,48,0.5087289857749862,0.2320234028189758,0.75,0.2422266800401203,True,True,0.3061224489795917,0.2040816326530611,0.2222222222222222,True,False,False,False,True,False,False,True,False,True,False,False
0.918918918918919,45,0.6128071309809718,0.5432768037968209,1.0,0.350050150451354,True,True,0.3877551020408162,0.1224489795918367,0.6903460837887068,False,True,False,False,True,False,False,False,True,False,True,False
0.4954954954954955,44,0.931253463883244,0.3633369474050282,0.0,0.0722166499498495,True,False,0.2142857142857142,0.4591836734693877,0.4116575591985428,False,False,True,False,False,True,False,True,False,False,False,True
0.8248248248248249,29,0.6665435063735452,0.1867724975963013,0.5,0.6464393179538616,False,True,0.5510204081632653,0.3673469387755101,0.5136612021857924,False,True,False,True,False,False,True,False,False,True,False,False
0.065065065065065,29,0.2988946363692346,0.1461039625227584,0.0,0.7216649949849548,True,True,0.173469387755102,0.0612244897959183,0.4571948998178506,False,True,False,False,True,False,True,False,False,False,False,True
0.1411411411411411,46,0.1499553543937434,0.3271075834134566,0.25,0.4894684052156469,False,True,0.2346938775510203,0.3571428571428571,0.8579234972677596,True,False,False,False,True,False,False,True,False,False,True,False
0.925925925925926,42,0.3852453968840446,0.5656363152834318,0.75,0.0035105315947843,True,True,0.1224489795918367,0.7755102040816326,0.0127504553734062,False,False,True,False,False,True,False,False,True,True,False,False
0.8278278278278278,48,0.3718209249338014,0.2483480964752571,0.25,0.0541624874623871,True,False,0.3265306122448979,0.0714285714285714,0.4608378870673952,False,False,True,False,True,False,False,True,False,True,False,False
0.6556556556556556,34,0.3549094771845558,0.6582042836978089,0.75,0.010531594784353,True,True,0.4387755102040815,0.8877551020408163,0.8615664845173042,False,True,False,False,True,False,False,False,True,False,True,False
0.3313313313313313,47,0.258636615555145,0.7094081787124357,0.0,0.5075225677031093,True,True,0.9591836734693876,0.0306122448979591,0.448087431693989,False,False,True,False,True,False,True,False,False,False,True,False
0.6646646646646647,39,0.8610828868772709,0.777734590757523,0.75,0.3756268806419257,True,True,0.9183673469387754,0.7346938775510203,0.0036429872495446,True,False,False,True,False,False,False,False,True,True,False,False
0.2492492492492492,36,0.9161278403842602,0.2779903033774522,1.0,0.4648946840521564,True,True,0.6632653061224489,0.1428571428571428,0.3114754098360656,False,False,True,False,True,False,False,False,True,False,False,True
0.907907907907908,53,0.6546893281606011,0.8306773315876684,1.0,0.9623871614844532,True,True,1.0,0.4999999999999999,0.6739526411657559,False,True,False,True,False,False,True,False,False,False,True,False
0.7087087087087087,32,0.9628825666605088,0.7383139332692346,0.0,0.5752256770310933,True,True,0.2346938775510203,0.3979591836734693,0.8105646630236795,True,False,False,False,True,False,False,False,True,True,False,False
0.3053053053053053,46,0.6262085103762548,0.1326432502096843,0.5,0.69358074222668,True,True,0.979591836734694,0.6632653061224489,0.4790528233151184,True,False,False,True,False,False,True,False,False,False,True,False
0.7347347347347347,25,0.4340322679967979,0.4198392079045884,0.25,0.0832497492477432,True,True,0.1122448979591836,0.0816326530612244,0.4080145719489981,True,False,False,False,False,True,False,False,True,False,True,False
0.975975975975976,21,0.2501385553297617,0.3991980852239019,1.0,0.1384152457372116,True,True,0.1938775510204081,0.6530612244897959,0.9562841530054644,False,True,False,True,False,False,True,False,False,False,True,False
0.049049049049049,23,0.7278234497198104,0.8566168197532884,0.75,0.1158475426278836,True,True,0.2244897959183672,0.846938775510204,0.9253187613843352,True,False,False,True,False,False,False,False,True,False,False,True
0.8968968968968969,18,0.0478477738777018,0.0249370946954974,1.0,0.1288866599799398,True,True,0.4999999999999999,0.3673469387755101,0.5774134790528233,True,False,False,False,True,False,False,False,True,False,False,True
0.002002002002002,47,0.6350837489993226,0.062189309166786,0.75,0.6228686058174523,True,False,0.1530612244897958,0.5408163265306122,0.4918032786885246,False,True,False,False,True,False,True,False,False,False,True,False
0.5445445445445446,59,0.1692068477122976,0.8657406460323629,0.75,0.0992978936810431,True,False,0.2755102040816325,0.8571428571428571,0.3934426229508196,True,False,False,True,False,False,False,False,True,True,False,False
0.3503503503503503,67,0.1991424964591416,0.5919440296217497,0.0,0.2061183550651955,True,True,0.2448979591836734,0.1326530612244897,0.0400728597449908,False,True,False,False,True,False,True,False,False,False,False,True
0.9049049049049048,37,0.9364569862676274,0.0262054292903463,0.5,0.0356068204613841,True,False,0.8877551020408163,0.0306122448979591,0.7704918032786885,True,False,False,True,False,False,False,True,False,False,True,False
0.5365365365365365,35,0.1797447502925057,0.2424973917312766,0.5,0.7878635907723169,True,True,0.9183673469387754,0.020408163265306,0.6794171220400729,False,False,True,False,True,False,False,False,True,False,True,False
0.3443443443443443,69,0.9530066506558286,0.5898983286623161,0.25,0.0672016048144433,True,True,0.0816326530612244,0.7551020408163265,0.8615664845173042,True,False,False,False,False,True,False,True,False,False,True,False
0.994994994994995,51,0.8915727569431615,0.836589407360432,0.0,0.413741223671013,True,True,0.6020408163265305,0.7653061224489796,0.0601092896174863,False,False,True,False,True,False,True,False,False,False,True,False
0.4814814814814814,34,0.0572002586366156,0.7055622609087002,0.0,0.0677031093279839,True,True,0.0,0.9591836734693876,0.918032786885246,False,False,True,False,True,False,False,False,True,False,True,False
0.5755755755755756,22,0.6362075866740564,0.1277949389358263,0.25,0.9964894684052156,True,True,0.0714285714285714,0.1734693877551019,0.4863387978142076,False,False,True,False,True,False,True,False,False,False,True,False
0.033033033033033,58,0.4075220149023955,0.368962625043471,0.0,0.1359077231695085,False,True,0.693877551020408,0.3163265306122448,0.918032786885246,True,False,False,False,True,False,False,True,False,False,False,True
